Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot
1993,94,1414,82,1305,79,A,0
1993,94,1418,90,1375,81,H,0
1993,94,1419,86,1311,77,A,0
1993,94,1427,71,1358,65,A,0
1993,94,1428,88,1461,64,H,0
1993,94,1429,86,1168,61,H,0
1993,94,1433,63,1150,61,H,0
1993,94,1436,94,1148,86,A,0
1993,94,1438,70,1268,68,A,0
1993,94,1447,69,1384,68,A,0
1993,94,1448,65,1301,54,A,0
1993,94,1449,81,1417,67,H,0
1993,94,1450,73,1425,51,H,0
1993,94,1462,56,1247,49,H,0
1993,95,1129,76,1186,66,A,0
1993,95,1145,64,1259,53,H,0
1993,95,1165,71,1217,58,H,0
1993,95,1171,72,1162,63,A,0
1993,95,1211,82,1388,64,A,0
1993,95,1225,97,1226,76,H,0
1993,95,1286,65,1285,62,A,0
1993,95,1310,72,1193,54,H,0
1993,95,1335,89,1135,54,A,0
1993,95,1343,46,1463,40,A,0
1993,95,1362,94,1339,69,H,0
1993,96,1104,85,1397,81,A,0
1993,96,1106,83,1411,69,H,0
1993,96,1110,82,1456,77,A,0
1993,96,1111,84,1441,71,H,0
1993,96,1113,109,1390,87,H,0
1993,96,1116,74,1196,66,A,0
1993,96,1117,82,1114,53,H,0
1993,96,1124,105,1403,102,A,0
1993,96,1130,63,1371,62,H,0
1993,96,1133,73,1455,64,H,0
1993,96,1135,48,1343,41,H,0
1993,96,1137,77,1200,63,H,0
1993,96,1139,68,1260,51,H,0
1993,96,1140,75,1461,62,H,0
1993,96,1154,86,1202,78,H,0
1993,96,1155,89,1376,84,A,0
1993,96,1158,88,1209,63,H,0
1993,96,1159,68,1248,55,H,0
1993,96,1162,101,1217,70,H,0
1993,96,1164,71,1224,57,H,0
1993,96,1165,79,1171,58,H,0
1993,96,1168,72,1305,60,A,0
1993,96,1169,80,1170,73,H,0
1993,96,1175,81,1299,80,A,0
1993,96,1179,87,1356,79,H,0
1993,96,1180,79,1174,63,H,0
1993,96,1181,67,1323,50,A,0
1993,96,1184,65,1122,64,A,0
1993,96,1185,65,1132,54,A,0
1993,96,1186,69,1226,56,H,0
1993,96,1187,58,1241,57,H,0
1993,96,1190,89,1151,87,H,0
1993,96,1191,82,1178,58,H,0
1993,96,1197,69,1126,56,H,0
1993,96,1198,82,1391,75,H,0
1993,96,1199,86,1163,74,A,0
1993,96,1201,78,1361,70,H,0
1993,96,1203,64,1382,59,H,0
1993,96,1204,83,1172,71,H,0
1993,96,1208,96,1120,69,H,0
1993,96,1210,93,1268,79,H,0
1993,96,1216,93,1436,68,H,0
1993,96,1218,78,1102,69,A,0
1993,96,1221,110,1119,73,H,0
1993,96,1225,107,1129,99,H,0
1993,96,1228,82,1321,67,H,0
1993,96,1229,69,1320,49,A,0
1993,96,1231,73,1234,66,A,0
1993,96,1233,91,1389,73,H,0
1993,96,1235,94,1160,74,H,0
1993,96,1238,93,1341,76,H,0
1993,96,1246,82,1435,67,H,0
1993,96,1247,72,1173,64,A,0
1993,96,1251,74,1144,63,H,0
1993,96,1254,78,1291,76,A,0
1993,96,1256,74,1410,59,H,0
1993,96,1257,86,1379,71,H,0
1993,96,1263,71,1306,65,A,0
1993,96,1265,84,1192,76,A,0
1993,96,1266,87,1177,76,A,0
1993,96,1267,78,1440,69,A,0
1993,96,1269,82,1353,67,H,0
1993,96,1271,72,1354,70,A,0
1993,96,1272,68,1153,66,H,0
1993,96,1274,81,1393,74,H,0
1993,96,1275,58,1103,46,H,0
1993,96,1277,75,1278,63,H,0
1993,96,1279,56,1280,53,A,0
1993,96,1283,76,1232,73,A,0
1993,96,1290,87,1108,79,H,0
1993,96,1293,100,1369,96,H,0
1993,96,1296,65,1183,56,H,0
1993,96,1298,83,1250,74,A,0
1993,96,1307,60,1431,53,A,0
1993,96,1308,77,1253,65,H,0
1993,96,1309,73,1418,71,H,0
1993,96,1314,104,1301,58,H,0
1993,96,1317,87,1426,74,H,0
1993,96,1318,88,1131,81,A,0
1993,96,1322,79,1311,74,A,0
1993,96,1325,58,1245,53,H,0
1993,96,1326,62,1336,59,H,0
1993,96,1329,83,1328,76,H,0
1993,96,1330,91,1206,62,H,0
1993,96,1333,83,1332,75,H,0
1993,96,1335,51,1463,50,A,0
1993,96,1337,76,1360,64,A,0
1993,96,1338,71,1385,69,H,0
1993,96,1344,66,1207,58,A,0
1993,96,1347,107,1457,88,H,0
1993,96,1350,91,1423,69,A,0
1993,96,1358,86,1402,74,H,0
1993,96,1359,89,1273,71,H,0
1993,96,1362,77,1211,74,H,0
1993,96,1363,54,1334,50,A,0
1993,96,1365,80,1258,57,H,0
1993,96,1368,76,1147,71,H,0
1993,96,1372,80,1427,71,H,0
1993,96,1374,78,1349,77,H,0
1993,96,1380,91,1212,84,A,0
1993,96,1381,80,1302,57,H,0
1993,96,1383,102,1351,78,H,0
1993,96,1384,59,1284,51,H,0
1993,96,1386,77,1437,66,N,0
1993,96,1387,78,1282,70,H,0
1993,96,1388,60,1339,49,H,0
1993,96,1395,68,1222,66,H,0
1993,96,1398,96,1287,72,H,0
1993,96,1399,87,1404,70,H,0
1993,96,1405,115,1141,109,A,0
1993,96,1406,74,1157,69,H,0
1993,96,1409,70,1166,63,A,0
1993,96,1421,99,1149,92,H,0
1993,96,1424,82,1364,69,H,0
1993,96,1428,84,1161,71,H,0
1993,96,1429,81,1414,70,H,0
1993,96,1433,73,1439,54,A,0
1993,96,1434,101,1227,94,A,0
1993,96,1443,95,1249,88,A,0
1993,96,1444,66,1123,55,H,0
1993,96,1447,51,1352,48,A,0
1993,96,1449,46,1425,41,H,0
1993,96,1450,67,1417,56,H,0
1993,96,1451,74,1319,70,A,0
1993,96,1453,60,1442,45,H,0
1993,96,1460,95,1464,87,A,0
1993,96,1462,85,1182,79,H,0
1993,97,1112,93,1143,81,H,0
1993,97,1150,68,1408,64,H,0
1993,97,1151,87,1111,85,A,0
1993,97,1154,68,1172,58,H,0
1993,97,1190,79,1441,76,H,0
1993,97,1193,51,1145,50,A,0
1993,97,1202,79,1204,72,A,0
1993,97,1261,84,1400,81,N,0
1993,97,1276,84,1345,76,H,0
1993,97,1304,68,1242,64,H,0
1993,97,1310,65,1259,47,H,0
1993,97,1348,69,1452,59,H,0
1993,97,1375,73,1239,58,H,0
1993,97,1448,106,1396,69,A,0
1993,98,1122,90,1287,75,H,0
1993,98,1144,90,1421,65,H,0
1993,98,1156,91,1460,85,H,0
1993,98,1157,91,1420,73,A,0
1993,98,1158,76,1149,73,H,0
1993,98,1159,55,1138,54,A,0
1993,98,1164,88,1288,74,A,0
1993,98,1166,88,1282,79,H,0
1993,98,1180,73,1298,57,A,0
1993,98,1181,93,1155,84,A,0
1993,98,1198,57,1439,44,A,0
1993,98,1199,99,1438,84,H,0
1993,98,1212,87,1108,74,H,0
1993,98,1221,99,1353,89,H,0
1993,98,1222,92,1305,80,A,0
1993,98,1229,75,1455,62,H,0
1993,98,1238,74,1411,71,H,0
1993,98,1270,79,1427,68,A,0
1993,98,1279,71,1368,61,H,0
1993,98,1281,67,1243,51,H,0
1993,98,1290,95,1380,94,H,0
1993,98,1292,70,1404,60,H,0
1993,98,1296,63,1227,61,H,0
1993,98,1299,88,1271,65,H,0
1993,98,1322,121,1317,97,H,0
1993,98,1330,86,1110,85,H,0
1993,98,1350,72,1187,63,A,0
1993,98,1354,87,1175,59,H,0
1993,98,1372,87,1358,84,A,0
1993,98,1386,73,1382,60,H,0
1993,98,1393,76,1207,61,H,0
1993,98,1398,93,1184,84,H,0
1993,98,1402,63,1311,62,H,0
1993,98,1406,79,1250,70,H,0
1993,98,1418,77,1410,63,H,0
1993,98,1419,86,1426,66,H,0
1993,98,1423,89,1241,85,H,0
1993,98,1424,95,1253,83,H,0
1993,98,1442,75,1183,73,A,0
1993,98,1443,96,1381,73,H,0
1993,98,1453,78,1434,71,A,0
1993,98,1454,65,1152,64,H,0
1993,98,1457,61,1251,58,A,0
1993,99,1120,86,1412,74,A,0
1993,99,1163,82,1437,62,H,0
1993,99,1177,90,1178,79,H,0
1993,99,1179,76,1232,74,H,0
1993,99,1196,82,1208,79,H,0
1993,99,1220,80,1148,72,A,0
1993,99,1231,88,1336,84,A,2
1993,99,1254,64,1284,61,A,0
1993,99,1256,67,1375,64,A,0
1993,99,1283,63,1133,49,H,0
1993,99,1291,72,1265,67,A,0
1993,99,1314,77,1268,63,A,0
1993,99,1323,79,1173,69,A,0
1993,99,1351,68,1192,58,H,0
1993,99,1371,91,1338,73,H,0
1993,99,1374,78,1403,75,H,0
1993,99,1385,73,1344,64,A,0
1993,99,1399,96,1111,88,H,0
1993,99,1447,81,1383,78,H,0
1993,100,1106,95,1341,74,H,0
1993,100,1116,101,1246,94,H,0
1993,100,1123,72,1325,52,H,0
1993,100,1124,67,1395,55,A,0
1993,100,1137,84,1248,65,A,0
1993,100,1138,76,1464,64,A,0
1993,100,1143,92,1169,68,H,0
1993,100,1150,80,1172,69,A,0
1993,100,1153,55,1266,53,H,0
1993,100,1154,53,1422,47,H,0
1993,100,1159,67,1298,57,A,0
1993,100,1164,75,1175,57,H,0
1993,100,1181,73,1210,63,H,0
1993,100,1185,79,1103,69,A,0
1993,100,1199,111,1448,94,H,0
1993,100,1200,42,1119,40,A,0
1993,100,1202,95,1190,71,H,0
1993,100,1203,75,1396,72,A,0
1993,100,1222,77,1168,63,A,0
1993,100,1228,83,1277,80,H,0
1993,100,1242,84,1329,72,H,0
1993,100,1243,68,1235,66,H,0
1993,100,1245,105,1141,71,H,0
1993,100,1261,92,1280,66,H,0
1993,100,1264,82,1193,71,H,0
1993,100,1272,95,1379,82,H,0
1993,100,1274,75,1130,71,H,0
1993,100,1275,65,1444,39,H,0
1993,100,1276,85,1458,66,H,0
1993,100,1293,100,1404,74,A,0
1993,100,1296,89,1260,79,H,0
1993,100,1326,81,1321,70,A,0
1993,100,1328,95,1281,84,H,0
1993,100,1345,75,1278,69,H,0
1993,100,1347,88,1420,86,H,0
1993,100,1354,77,1158,56,H,0
1993,100,1373,71,1259,57,A,0
1993,100,1376,111,1397,107,H,0
1993,100,1387,116,1152,66,H,0
1993,100,1400,82,1401,78,H,0
1993,100,1405,50,1132,49,H,0
1993,100,1409,77,1356,70,H,0
1993,100,1418,71,1117,69,A,0
1993,100,1435,89,1279,59,H,0
1993,100,1439,75,1440,44,H,0
1993,100,1456,82,1206,78,A,0
1993,101,1112,70,1450,64,A,0
1993,101,1113,79,1449,74,A,0
1993,101,1114,84,1249,76,H,0
1993,101,1129,92,1451,75,H,0
1993,101,1131,76,1306,69,A,0
1993,101,1140,62,1218,56,A,0
1993,101,1144,81,1149,64,A,0
1993,101,1145,72,1389,66,A,0
1993,101,1161,67,1307,50,H,0
1993,101,1174,69,1216,65,A,0
1993,101,1180,85,1436,71,A,0
1993,101,1182,78,1139,64,H,0
1993,101,1184,76,1287,66,H,0
1993,101,1191,63,1247,41,A,0
1993,101,1192,73,1291,61,H,0
1993,101,1197,83,1288,82,H,0
1993,101,1209,61,1198,60,A,0
1993,101,1211,85,1362,64,H,0
1993,101,1221,104,1250,87,A,0
1993,101,1224,66,1126,64,A,0
1993,101,1226,88,1319,69,H,0
1993,101,1233,77,1310,75,H,0
1993,101,1253,76,1429,64,H,0
1993,101,1265,69,1351,65,H,0
1993,101,1269,81,1386,69,A,0
1993,101,1270,77,1317,68,A,0
1993,101,1273,98,1368,77,H,0
1993,101,1284,85,1383,70,H,0
1993,101,1309,81,1410,63,A,0
1993,101,1318,77,1263,60,H,0
1993,101,1322,79,1372,73,H,0
1993,101,1334,71,1308,68,H,0
1993,101,1364,93,1305,60,H,0
1993,101,1384,76,1352,74,H,0
1993,101,1388,74,1339,68,A,0
1993,101,1391,76,1359,57,H,0
1993,101,1398,84,1292,67,H,0
1993,101,1399,92,1122,83,H,0
1993,101,1406,86,1251,81,A,0
1993,101,1408,62,1257,60,H,0
1993,101,1416,94,1147,85,H,0
1993,101,1417,76,1333,75,H,0
1993,101,1419,85,1358,58,H,0
1993,101,1424,80,1363,74,A,0
1993,101,1425,73,1332,67,H,0
1993,101,1426,99,1311,88,H,0
1993,101,1428,88,1361,77,A,0
1993,101,1431,81,1461,78,A,0
1993,101,1433,79,1378,59,H,0
1993,101,1437,92,1220,54,H,0
1993,101,1438,75,1301,66,H,0
1993,101,1443,66,1239,58,H,0
1993,101,1447,70,1254,67,A,0
1993,101,1452,77,1353,66,H,0
1993,101,1455,63,1320,47,H,0
1993,102,1171,70,1135,60,H,0
1993,102,1217,54,1463,51,H,0
1993,102,1225,65,1286,63,A,0
1993,102,1285,85,1186,65,H,0
1993,102,1335,84,1162,63,H,0
1993,102,1337,61,1360,57,H,0
1993,102,1343,62,1165,50,H,0
1993,102,1365,71,1258,62,A,0
1993,102,1428,62,1218,60,A,0
1993,103,1102,61,1201,58,H,0
1993,103,1104,93,1116,82,H,0
1993,103,1106,86,1380,82,A,0
1993,103,1110,106,1423,99,H,0
1993,103,1112,81,1449,72,A,0
1993,103,1114,85,1375,79,H,0
1993,103,1117,86,1239,73,A,0
1993,103,1122,61,1404,59,A,0
1993,103,1123,84,1141,81,A,0
1993,103,1124,90,1401,82,H,0
1993,103,1126,103,1288,93,H,0
1993,103,1129,58,1319,45,H,0
1993,103,1131,82,1263,73,H,0
1993,103,1132,49,1245,48,H,0
1993,103,1135,72,1217,71,A,0
1993,103,1137,82,1119,63,A,0
1993,103,1138,74,1148,57,H,0
1993,103,1140,80,1361,73,A,0
1993,103,1149,91,1421,72,H,0
1993,103,1150,84,1433,70,H,0
1993,103,1151,93,1440,70,H,0
1993,103,1153,64,1387,39,H,0
1993,103,1154,75,1111,71,A,0
1993,103,1156,76,1183,75,A,0
1993,103,1157,74,1457,70,A,0
1993,103,1161,82,1431,77,H,0
1993,103,1162,71,1343,69,A,0
1993,103,1163,88,1274,72,H,0
1993,103,1164,93,1197,70,A,0
1993,103,1169,65,1381,63,H,0
1993,103,1172,76,1202,64,H,0
1993,103,1174,88,1436,73,A,0
1993,103,1178,65,1260,56,H,0
1993,103,1180,76,1216,71,A,0
1993,103,1184,98,1293,82,H,0
1993,103,1185,65,1405,50,H,0
1993,103,1187,81,1206,51,A,0
1993,103,1190,93,1204,88,H,0
1993,103,1191,69,1182,64,A,0
1993,103,1193,61,1259,57,H,0
1993,103,1198,58,1359,47,H,0
1993,103,1199,87,1268,84,A,0
1993,103,1200,93,1250,74,H,0
1993,103,1208,78,1400,70,H,0
1993,103,1209,61,1391,60,A,0
1993,103,1211,79,1388,55,H,0
1993,103,1212,89,1341,87,A,0
1993,103,1221,97,1159,95,A,0
1993,103,1222,93,1403,76,H,0
1993,103,1226,94,1451,89,H,0
1993,103,1233,88,1373,83,A,0
1993,103,1238,83,1108,69,A,0
1993,103,1241,99,1456,66,H,0
1993,103,1242,67,1281,63,A,0
1993,103,1246,81,1323,62,A,0
1993,103,1247,88,1139,66,H,0
1993,103,1248,65,1298,60,H,0
1993,103,1253,91,1305,82,H,0
1993,103,1254,76,1192,74,H,0
1993,103,1261,75,1120,73,A,0
1993,103,1264,75,1145,55,H,0
1993,103,1265,89,1383,77,A,0
1993,103,1267,85,1441,81,A,0
1993,103,1269,68,1203,65,A,0
1993,103,1271,69,1175,65,N,0
1993,103,1273,93,1147,82,H,0
1993,103,1275,65,1229,55,A,0
1993,103,1277,81,1326,66,H,0
1993,103,1278,91,1234,85,H,0
1993,103,1280,83,1376,63,H,0
1993,103,1282,83,1152,69,A,0
1993,103,1283,65,1166,62,H,0
1993,103,1285,68,1225,65,H,0
1993,103,1286,73,1186,58,H,0
1993,103,1287,92,1369,85,H,0
1993,103,1291,96,1352,75,H,0
1993,103,1301,74,1397,72,H,0
1993,103,1302,91,1454,86,H,0
1993,103,1304,80,1243,59,A,0
1993,103,1307,76,1461,60,A,0
1993,103,1308,60,1363,55,A,0
1993,103,1310,93,1389,81,A,0
1993,103,1311,79,1317,77,A,0
1993,103,1318,73,1306,45,H,0
1993,103,1320,81,1133,76,H,0
1993,103,1321,67,1336,58,H,0
1993,103,1322,114,1358,89,H,0
1993,103,1328,81,1235,77,H,0
1993,103,1329,77,1160,59,H,0
1993,103,1335,66,1165,62,H,0
1993,103,1338,95,1228,79,A,0
1993,103,1344,68,1207,50,H,0
1993,103,1345,90,1458,87,A,0
1993,103,1348,83,1382,81,A,0
1993,103,1349,68,1395,50,A,0
1993,103,1350,84,1330,80,H,0
1993,103,1351,67,1384,63,H,0
1993,103,1354,72,1299,68,A,0
1993,103,1356,78,1232,66,H,0
1993,103,1360,59,1258,58,A,0
1993,103,1362,94,1339,88,A,0
1993,103,1365,63,1337,58,A,0
1993,103,1371,65,1437,59,A,0
1993,103,1378,77,1439,50,H,0
1993,103,1385,65,1130,61,H,0
1993,103,1396,79,1452,62,H,0
1993,103,1406,98,1347,90,H,0
1993,103,1409,95,1179,82,H,0
1993,103,1411,69,1290,64,H,0
1993,103,1412,44,1266,38,A,0
1993,103,1414,88,1168,86,A,0
1993,103,1418,81,1256,59,H,0
1993,103,1419,94,1372,74,H,0
1993,103,1420,90,1251,85,H,0
1993,103,1422,70,1158,57,H,0
1993,103,1425,69,1333,60,H,0
1993,103,1426,77,1270,75,H,0
1993,103,1427,67,1402,65,A,0
1993,103,1429,77,1364,75,A,0
1993,103,1434,72,1296,61,H,0
1993,103,1435,81,1292,51,H,0
1993,103,1438,83,1155,78,A,0
1993,103,1442,92,1464,78,H,0
1993,103,1443,98,1410,68,A,0
1993,103,1444,60,1103,44,H,0
1993,103,1447,69,1284,59,H,0
1993,103,1448,98,1181,86,A,0
1993,103,1450,97,1113,67,H,0
1993,103,1460,96,1227,88,H,0
1993,103,1462,53,1173,46,H,0
1993,103,1463,51,1171,42,A,0
1993,104,1143,86,1390,61,A,0
1993,104,1151,83,1267,69,H,0
1993,104,1190,76,1154,54,H,0
1993,104,1204,92,1111,84,A,0
1993,104,1231,93,1276,92,H,0
1993,104,1257,90,1424,86,A,0
1993,104,1272,79,1177,57,H,0
1993,104,1314,77,1210,66,A,0
1993,104,1353,90,1386,81,H,0
1993,104,1417,97,1332,90,H,0
1993,104,1441,84,1440,51,H,0
1993,105,1106,85,1108,81,A,0
1993,105,1110,67,1187,57,H,0
1993,105,1117,57,1249,55,H,0
1993,105,1144,92,1457,84,H,0
1993,105,1150,81,1202,58,H,0
1993,105,1156,96,1442,82,A,0
1993,105,1157,100,1421,68,H,0
1993,105,1163,80,1393,76,A,0
1993,105,1164,89,1126,65,A,0
1993,105,1183,82,1464,76,H,0
1993,105,1184,86,1369,65,H,0
1993,105,1197,94,1224,89,H,0
1993,105,1203,79,1350,77,H,0
1993,105,1206,72,1423,69,H,0
1993,105,1227,72,1453,65,H,0
1993,105,1239,90,1410,85,H,0
1993,105,1263,81,1138,52,H,0
1993,105,1264,89,1233,76,A,0
1993,105,1265,105,1254,97,A,0
1993,105,1273,93,1416,84,H,0
1993,105,1275,59,1325,54,H,0
1993,105,1283,49,1455,40,A,0
1993,105,1287,80,1293,78,H,0
1993,105,1288,93,1175,90,A,0
1993,105,1290,100,1341,92,A,0
1993,105,1301,87,1422,65,H,0
1993,105,1309,69,1256,41,H,0
1993,105,1320,54,1356,51,H,0
1993,105,1329,73,1304,63,A,0
1993,105,1334,81,1305,69,A,0
1993,105,1348,67,1396,65,H,0
1993,105,1351,76,1352,65,H,0
1993,105,1364,85,1414,67,H,0
1993,105,1368,76,1311,75,A,0
1993,105,1380,87,1238,74,H,0
1993,105,1383,84,1192,83,H,0
1993,105,1384,89,1291,69,A,0
1993,105,1387,73,1173,52,A,0
1993,105,1398,79,1404,70,A,0
1993,105,1399,65,1292,63,A,0
1993,105,1406,75,1251,69,H,0
1993,105,1408,63,1145,41,H,0
1993,105,1411,98,1212,82,H,0
1993,105,1420,102,1347,98,H,0
1993,105,1460,79,1434,67,H,0
1993,106,1130,79,1338,56,A,0
1993,106,1148,87,1306,77,A,0
1993,106,1160,88,1243,77,H,0
1993,106,1216,97,1217,72,H,0
1993,106,1234,68,1326,54,H,0
1993,106,1344,75,1274,60,H,0
1993,106,1359,79,1302,75,H,0
1993,106,1374,60,1395,53,H,0
1993,106,1389,63,1193,56,H,0
1993,106,1397,101,1116,91,A,0
1993,106,1433,66,1400,60,A,0
1993,106,1443,78,1257,77,A,0
1993,107,1120,83,1280,77,H,0
1993,107,1123,66,1132,50,H,0
1993,107,1133,53,1232,36,A,0
1993,107,1137,93,1298,64,H,0
1993,107,1151,95,1172,80,H,0
1993,107,1153,72,1378,50,A,0
1993,107,1159,73,1200,54,H,0
1993,107,1177,55,1412,48,H,0
1993,107,1196,94,1279,47,H,0
1993,107,1199,72,1301,71,A,0
1993,107,1202,98,1111,81,H,0
1993,107,1207,61,1437,52,H,0
1993,107,1208,73,1104,70,A,0
1993,107,1210,65,1350,60,A,0
1993,107,1221,95,1248,68,H,0
1993,107,1222,78,1401,51,H,0
1993,107,1225,76,1170,71,A,0
1993,107,1231,93,1228,72,H,0
1993,107,1235,65,1281,50,H,0
1993,107,1245,61,1185,55,H,0
1993,107,1246,87,1376,66,H,0
1993,107,1250,72,1119,61,H,0
1993,107,1266,69,1323,61,A,0
1993,107,1272,77,1387,69,A,0
1993,107,1275,87,1141,68,H,0
1993,107,1276,80,1336,70,H,0
1993,107,1277,81,1321,55,H,0
1993,107,1291,89,1110,82,H,0
1993,107,1310,85,1373,77,A,0
1993,107,1314,80,1155,67,H,0
1993,107,1328,80,1242,77,A,0
1993,107,1337,78,1258,66,A,0
1993,107,1349,84,1124,77,H,0
1993,107,1371,95,1385,85,A,0
1993,107,1381,87,1186,67,H,0
1993,107,1388,82,1362,78,A,0
1993,107,1405,75,1103,67,A,0
1993,107,1420,77,1259,62,H,0
1993,107,1435,87,1261,66,A,0
1993,107,1441,85,1190,77,H,0
1993,107,1444,66,1325,51,H,0
1993,107,1448,88,1268,64,H,0
1993,107,1452,72,1267,65,N,0
1993,107,1462,74,1191,63,H,0
1993,108,1112,116,1113,80,H,0
1993,108,1114,67,1256,60,A,0
1993,108,1139,74,1173,59,H,0
1993,108,1140,90,1201,74,H,0
1993,108,1143,86,1425,83,H,0
1993,108,1156,67,1227,64,H,0
1993,108,1157,71,1144,66,A,0
1993,108,1164,75,1354,69,H,0
1993,108,1166,59,1320,54,H,0
1993,108,1168,68,1253,61,H,0
1993,108,1175,76,1224,56,H,0
1993,108,1182,79,1260,71,A,0
1993,108,1187,66,1439,49,H,0
1993,108,1198,72,1368,67,A,0
1993,108,1203,89,1382,72,A,0
1993,108,1211,69,1360,66,A,0
1993,108,1216,88,1263,76,H,0
1993,108,1229,72,1409,63,H,0
1993,108,1247,73,1178,72,A,0
1993,108,1269,96,1138,67,A,0
1993,108,1273,74,1421,69,A,0
1993,108,1278,85,1458,71,H,0
1993,108,1282,94,1302,64,A,0
1993,108,1283,71,1179,67,A,0
1993,108,1284,83,1192,52,A,0
1993,108,1285,54,1319,46,A,0
1993,108,1296,74,1442,66,H,0
1993,108,1305,68,1363,64,H,0
1993,108,1306,66,1436,65,H,0
1993,108,1307,82,1218,58,H,0
1993,108,1309,84,1249,73,A,0
1993,108,1330,92,1241,88,H,0
1993,108,1332,85,1449,70,H,0
1993,108,1333,59,1450,58,H,0
1993,108,1334,72,1429,62,A,0
1993,108,1352,81,1383,73,H,0
1993,108,1358,97,1317,89,H,0
1993,108,1359,85,1404,63,H,0
1993,108,1365,66,1339,60,H,0
1993,108,1372,86,1426,83,H,0
1993,108,1384,80,1254,74,H,0
1993,108,1391,95,1147,82,A,0
1993,108,1396,66,1386,65,A,0
1993,108,1402,99,1322,87,H,0
1993,108,1408,75,1150,70,H,0
1993,108,1417,72,1390,64,A,0
1993,108,1418,70,1410,69,A,0
1993,108,1419,85,1427,80,A,0
1993,108,1423,79,1158,63,H,0
1993,108,1428,87,1102,61,H,0
1993,108,1431,77,1361,60,H,0
1993,108,1434,93,1464,72,A,0
1993,108,1438,58,1181,55,H,0
1993,108,1447,81,1265,64,H,0
1993,108,1451,84,1286,79,H,0
1993,108,1453,76,1460,66,A,0
1993,108,1454,75,1169,74,A,0
1993,109,1129,82,1226,71,H,0
1993,109,1162,72,1135,69,A,0
1993,109,1165,81,1463,72,A,0
1993,109,1180,71,1131,57,H,0
1993,109,1220,86,1148,61,H,0
1993,109,1318,82,1174,68,A,0
1993,109,1335,81,1217,62,A,0
1993,109,1343,63,1171,60,A,0
1993,110,1106,93,1290,87,H,0
1993,110,1108,100,1341,69,H,0
1993,110,1111,79,1172,76,A,0
1993,110,1114,81,1404,67,A,0
1993,110,1116,115,1280,58,H,0
1993,110,1123,77,1185,57,A,0
1993,110,1133,72,1409,57,H,0
1993,110,1137,90,1250,80,A,0
1993,110,1140,96,1102,80,H,0
1993,110,1147,84,1198,81,H,0
1993,110,1149,83,1144,80,A,0
1993,110,1151,85,1441,66,H,0
1993,110,1152,91,1422,88,A,0
1993,110,1154,68,1267,52,H,0
1993,110,1156,85,1434,81,H,0
1993,110,1158,62,1273,61,H,0
1993,110,1159,79,1119,68,A,0
1993,110,1160,84,1328,80,H,0
1993,110,1162,47,1463,46,A,0
1993,110,1163,81,1338,80,A,0
1993,110,1165,79,1135,72,A,0
1993,110,1168,66,1364,64,H,0
1993,110,1170,63,1169,60,H,0
1993,110,1175,86,1126,81,H,0
1993,110,1178,73,1182,70,H,0
1993,110,1184,80,1399,66,H,0
1993,110,1191,71,1173,36,H,0
1993,110,1192,75,1447,72,H,0
1993,110,1193,81,1145,66,H,0
1993,110,1197,83,1271,63,A,0
1993,110,1199,102,1155,92,H,0
1993,110,1204,69,1440,63,H,0
1993,110,1206,73,1110,66,A,0
1993,110,1210,69,1448,58,A,0
1993,110,1216,69,1306,56,H,0
1993,110,1221,90,1298,72,A,0
1993,110,1227,88,1464,74,A,0
1993,110,1228,74,1336,66,A,0
1993,110,1229,59,1166,53,H,0
1993,110,1234,75,1321,63,A,0
1993,110,1238,89,1212,76,A,0
1993,110,1241,78,1350,73,A,0
1993,110,1242,77,1243,64,H,0
1993,110,1246,86,1208,70,H,0
1993,110,1247,96,1260,90,A,0
1993,110,1248,78,1200,74,H,0
1993,110,1249,89,1418,78,H,0
1993,110,1251,83,1420,81,H,0
1993,110,1253,88,1414,74,A,0
1993,110,1261,81,1397,74,A,0
1993,110,1265,71,1284,68,H,0
1993,110,1266,63,1453,46,H,0
1993,110,1274,82,1385,77,H,0
1993,110,1275,50,1132,44,A,0
1993,110,1276,84,1278,69,H,0
1993,110,1279,83,1104,82,H,0
1993,110,1283,72,1232,57,H,0
1993,110,1286,73,1319,64,A,0
1993,110,1287,81,1292,59,H,0
1993,110,1293,88,1122,69,H,0
1993,110,1299,90,1224,81,A,0
1993,110,1307,71,1361,55,H,0
1993,110,1310,72,1259,66,A,0
1993,110,1311,70,1270,67,A,0
1993,110,1320,64,1179,62,A,0
1993,110,1322,117,1427,108,A,0
1993,110,1325,75,1103,67,H,0
1993,110,1326,80,1458,70,H,0
1993,110,1329,80,1256,53,H,0
1993,110,1330,73,1187,60,A,0
1993,110,1332,62,1450,60,H,0
1993,110,1335,82,1171,63,A,0
1993,110,1337,80,1258,54,H,0
1993,110,1343,63,1217,57,A,0
1993,110,1344,74,1437,59,A,0
1993,110,1347,98,1457,87,A,0
1993,110,1348,71,1269,68,N,0
1993,110,1349,86,1403,79,A,0
1993,110,1351,88,1291,71,H,0
1993,110,1352,84,1254,66,H,0
1993,110,1353,82,1382,61,H,0
1993,110,1354,82,1288,67,A,0
1993,110,1356,85,1455,76,A,0
1993,110,1359,71,1209,61,A,0
1993,110,1360,82,1339,71,H,0
1993,110,1365,58,1211,56,H,0
1993,110,1369,94,1398,77,H,0
1993,110,1372,84,1317,70,H,0
